site,x,y,date,year,month,rainfall,tasmin,tasmax
Raindrop_Wytham,446500,208500,23/05/2024,2024,5,0.008789063,11.53710938,16.27050781
Raindrop_Wytham,446500,208500,24/05/2024,2024,5,0.002929688,8.493164063,16.38378906
Raindrop_Wytham,446500,208500,25/05/2024,2024,5,4.833007813,8.517578125,19.7421875
Raindrop_Wytham,446500,208500,26/05/2024,2024,5,5.23828125,11.09570313,18.68359375
Raindrop_Wytham,446500,208500,27/05/2024,2024,5,1.505859375,8.896484375,16.62207031
Raindrop_Wytham,446500,208500,28/05/2024,2024,5,7.17578125,9.728515625,16.81640625
Raindrop_Wytham,446500,208500,29/05/2024,2024,5,0.3203125,11.66015625,18.40136719
Raindrop_Wytham,446500,208500,30/05/2024,2024,5,2.508789063,10.06933594,17.98339844
Raindrop_Wytham,446500,208500,31/05/2024,2024,5,0.002929688,10.08789063,14.95703125
Raindrop_Wytham,446500,208500,01/06/2024,2024,6,0.001953125,6.231445313,16.63476563
Raindrop_Wytham,446500,208500,02/06/2024,2024,6,0.005859375,5.911132813,22.171875
Raindrop_Wytham,446500,208500,03/06/2024,2024,6,0.001953125,11.02441406,20.09960938
Raindrop_Wytham,446500,208500,04/06/2024,2024,6,1.881835938,11.40722656,16.69433594
Raindrop_Wytham,446500,208500,05/06/2024,2024,6,0.025390625,5.05859375,16.12890625
Raindrop_Wytham,446500,208500,06/06/2024,2024,6,0.008789063,7.962890625,17.57617188
Raindrop_Wytham,446500,208500,07/06/2024,2024,6,0.004882813,5.619140625,17.92382813
Raindrop_Wytham,446500,208500,08/06/2024,2024,6,0.0078125,8.836914063,18.2265625
Raindrop_Wytham,446500,208500,09/06/2024,2024,6,1.75390625,5.690429688,15.81445313
Raindrop_Wytham,446500,208500,10/06/2024,2024,6,0.081054688,8.947265625,16.26660156
Raindrop_Wytham,446500,208500,11/06/2024,2024,6,0.068359375,6.385742188,14.63769531
Raindrop_Wytham,446500,208500,12/06/2024,2024,6,0.006835938,8.142578125,17.07226563
Raindrop_Wytham,446500,208500,13/06/2024,2024,6,1.879882813,6.71875,15.58789063
Raindrop_Wytham,446500,208500,14/06/2024,2024,6,6.99609375,10.45214844,18.58203125
Raindrop_Wytham,446500,208500,15/06/2024,2024,6,1.483398438,8.40234375,19.04101563
Raindrop_Wytham,446500,208500,16/06/2024,2024,6,0.008789063,10.30175781,20.10449219
Raindrop_Wytham,446500,208500,17/06/2024,2024,6,0.00390625,9.579101563,21.76855469
Raindrop_Wytham,446500,208500,18/06/2024,2024,6,0.001953125,11.00878906,19.359375
Raindrop_Wytham,446500,208500,19/06/2024,2024,6,0.001953125,11.22070313,19.91601563
Raindrop_Wytham,446500,208500,20/06/2024,2024,6,0.004882813,8.177734375,22.81054688
Raindrop_Wytham,446500,208500,21/06/2024,2024,6,0.811523438,10.17285156,22.7890625
Raindrop_Wytham,446500,208500,22/06/2024,2024,6,0.010742188,13.37109375,21.12011719
Raindrop_Wytham,446500,208500,23/06/2024,2024,6,0.001953125,10.33203125,23.92480469
Raindrop_Wytham,446500,208500,24/06/2024,2024,6,9.77E-04,13.57519531,24.82714844
Raindrop_Wytham,446500,208500,25/06/2024,2024,6,0.001953125,14.08300781,27.80761719
Raindrop_Wytham,446500,208500,26/06/2024,2024,6,0.001953125,13.72265625,28.13085938
Raindrop_Wytham,446500,208500,27/06/2024,2024,6,0.002929688,14.5703125,21.08496094
Raindrop_Wytham,446500,208500,28/06/2024,2024,6,0.002929688,10.62597656,19.30566406
Raindrop_Wytham,446500,208500,29/06/2024,2024,6,0.009765625,8.497070313,23.1953125
Raindrop_Wytham,446500,208500,30/06/2024,2024,6,0.001953125,12.03125,17.16699219
Raindrop_Wytham,446500,208500,01/07/2024,2024,7,0.295898438,11.640625,18.5234375
Raindrop_Wytham,446500,208500,02/07/2024,2024,7,0.365234375,11.69921875,18.63085938
Raindrop_Wytham,446500,208500,03/07/2024,2024,7,0.40234375,11.01269531,18.62011719
Raindrop_Wytham,446500,208500,04/07/2024,2024,7,3.111328125,9.931640625,19.31542969
Raindrop_Wytham,446500,208500,05/07/2024,2024,7,36.02441406,11.98730469,18.85644531
Raindrop_Wytham,446500,208500,06/07/2024,2024,7,3.734375,9.598632813,16.51757813
Raindrop_Wytham,446500,208500,07/07/2024,2024,7,1.106445313,8.671875,18.59863281
Raindrop_Wytham,446500,208500,08/07/2024,2024,7,13.18261719,7.802734375,18.45507813
Raindrop_Wytham,446500,208500,09/07/2024,2024,7,0.602539063,12.88476563,19.5546875
Raindrop_Wytham,446500,208500,10/07/2024,2024,7,0.028320313,14.93554688,20.48730469
Raindrop_Wytham,446500,208500,11/07/2024,2024,7,0.025390625,10.81738281,20.73339844
Raindrop_Wytham,446500,208500,12/07/2024,2024,7,0.21484375,12.00585938,17.66796875
Raindrop_Wytham,446500,208500,13/07/2024,2024,7,0.056640625,11.64941406,18.69726563
Raindrop_Wytham,446500,208500,14/07/2024,2024,7,0.002929688,9.645507813,21.58496094
Raindrop_Wytham,446500,208500,15/07/2024,2024,7,16.71875,9.290039063,18.56640625
Raindrop_Wytham,446500,208500,16/07/2024,2024,7,0.783203125,12.57617188,20.95019531
Raindrop_Wytham,446500,208500,17/07/2024,2024,7,0.072265625,11.06542969,22.77734375
Raindrop_Wytham,446500,208500,18/07/2024,2024,7,0.025390625,12.67285156,26.57617188
Raindrop_Wytham,446500,208500,19/07/2024,2024,7,0.022460938,14.2734375,29.45605469
Raindrop_Wytham,446500,208500,20/07/2024,2024,7,0.228515625,16.1328125,21.69824219
Raindrop_Wytham,446500,208500,21/07/2024,2024,7,0.4296875,15.35742188,21.65332031
Raindrop_Wytham,446500,208500,22/07/2024,2024,7,0.591796875,12.57226563,23.39453125
Raindrop_Wytham,446500,208500,23/07/2024,2024,7,0.008789063,15.48925781,23.33691406
Raindrop_Wytham,446500,208500,24/07/2024,2024,7,0.381835938,13.30273438,21.54394531
Raindrop_Wytham,446500,208500,25/07/2024,2024,7,2.223632813,14.0078125,20.99121094
Raindrop_Wytham,446500,208500,26/07/2024,2024,7,0,12.15820313,21.77441406
Raindrop_Wytham,446500,208500,27/07/2024,2024,7,9.77E-04,10.80859375,21.52832031
Raindrop_Wytham,446500,208500,28/07/2024,2024,7,0,10.51660156,24.92089844
Raindrop_Wytham,446500,208500,29/07/2024,2024,7,0,10.72460938,27.59863281
Raindrop_Wytham,446500,208500,30/07/2024,2024,7,0,14.29199219,29.04980469
Raindrop_Wytham,446500,208500,31/07/2024,2024,7,2.6484375,16.04199219,29.53320313
Raindrop_Wytham,446500,208500,01/08/2024,2024,8,1.266601563,16.62207031,27.70898438
Raindrop_Wytham,446500,208500,02/08/2024,2024,8,0.262695313,15.82714844,25.00390625
Raindrop_Wytham,446500,208500,03/08/2024,2024,8,0,17.265625,21.91210938
Raindrop_Wytham,446500,208500,04/08/2024,2024,8,0,11.06445313,22.12011719
Raindrop_Wytham,446500,208500,05/08/2024,2024,8,1.3828125,13.07714844,23.31835938
Raindrop_Wytham,446500,208500,06/08/2024,2024,8,0.067382813,15.51074219,21.73925781
Raindrop_Wytham,446500,208500,07/08/2024,2024,8,0.00390625,11.53515625,20.05273438
Raindrop_Wytham,446500,208500,08/08/2024,2024,8,0.842773438,11.90625,19.61230469
Raindrop_Wytham,446500,208500,09/08/2024,2024,8,0,16.23242188,22.65429688
Raindrop_Wytham,446500,208500,10/08/2024,2024,8,0.001953125,13.89746094,24.51074219
Raindrop_Wytham,446500,208500,11/08/2024,2024,8,0.194335938,13.34277344,27.84570313
Raindrop_Wytham,446500,208500,12/08/2024,2024,8,0.034179688,17.73828125,29.1796875
Raindrop_Wytham,446500,208500,13/08/2024,2024,8,3.432617188,10.74511719,24.65039063
Raindrop_Wytham,446500,208500,14/08/2024,2024,8,0.091796875,16.23632813,19.69335938
Raindrop_Wytham,446500,208500,15/08/2024,2024,8,0.91796875,11.96386719,23.42285156
Raindrop_Wytham,446500,208500,16/08/2024,2024,8,0.014648438,10.81835938,23.13867188
Raindrop_Wytham,446500,208500,17/08/2024,2024,8,0,9.508789063,21.59570313
Raindrop_Wytham,446500,208500,18/08/2024,2024,8,0.001953125,13.0390625,21.79199219
Raindrop_Wytham,446500,208500,19/08/2024,2024,8,1.369140625,10.00976563,19.15917969
Raindrop_Wytham,446500,208500,20/08/2024,2024,8,0.043945313,14.76464844,20.24316406
Raindrop_Wytham,446500,208500,21/08/2024,2024,8,0.021484375,10.01269531,18.76757813
Raindrop_Wytham,446500,208500,22/08/2024,2024,8,3.177734375,14.56054688,21.05761719
Raindrop_Wytham,446500,208500,23/08/2024,2024,8,14.48339844,15.11621094,20.56933594
Raindrop_Wytham,446500,208500,24/08/2024,2024,8,15.54003906,13.53125,18.35351563
Raindrop_Wytham,446500,208500,25/08/2024,2024,8,0.028320313,9.01171875,18.41308594
Raindrop_Wytham,446500,208500,26/08/2024,2024,8,0,11.93945313,23.21679688
Raindrop_Wytham,446500,208500,27/08/2024,2024,8,0.02734375,11.20019531,23.73925781
Raindrop_Wytham,446500,208500,28/08/2024,2024,8,0.009765625,14.16503906,25.34960938
Raindrop_Wytham,446500,208500,29/08/2024,2024,8,0,10.08105469,20.54980469
Raindrop_Wytham,446500,208500,30/08/2024,2024,8,0,7.840820313,21.74511719
Raindrop_Wytham,446500,208500,31/08/2024,2024,8,0.717773438,10.17578125,18.94726563
Raindrop_Wytham,446500,208500,01/09/2024,2024,9,0.135742188,14.73535156,26.39550781
Raindrop_Wytham,446500,208500,02/09/2024,2024,9,1.236328125,15.16894531,21.81933594
Raindrop_Wytham,446500,208500,03/09/2024,2024,9,0.006835938,15.89941406,18.94628906
Raindrop_Wytham,446500,208500,04/09/2024,2024,9,1.39453125,9.609375,18.26464844
Raindrop_Wytham,446500,208500,05/09/2024,2024,9,12.78027344,11.11621094,18.03320313
Raindrop_Wytham,446500,208500,06/09/2024,2024,9,0.734375,14.70019531,22.78613281
Raindrop_Wytham,446500,208500,07/09/2024,2024,9,7.912109375,15.17871094,19.30175781
Raindrop_Wytham,446500,208500,08/09/2024,2024,9,1.431640625,13.30859375,21.32226563
Raindrop_Wytham,446500,208500,09/09/2024,2024,9,0.388671875,13.34179688,17.58300781
Raindrop_Wytham,446500,208500,10/09/2024,2024,9,5.323242188,10.29296875,17.21386719
Raindrop_Wytham,446500,208500,11/09/2024,2024,9,1.342773438,6.990234375,14.63867188
Raindrop_Wytham,446500,208500,12/09/2024,2024,9,5.6953125,5.120117188,14.20898438
Raindrop_Wytham,446500,208500,13/09/2024,2024,9,0.098632813,2.580078125,16.49707031
Raindrop_Wytham,446500,208500,14/09/2024,2024,9,0,5.513671875,18.45996094
Raindrop_Wytham,446500,208500,15/09/2024,2024,9,1.668945313,8.235351563,17.61230469
Raindrop_Wytham,446500,208500,16/09/2024,2024,9,0,9.383789063,19.55566406
Raindrop_Wytham,446500,208500,17/09/2024,2024,9,0,6.380859375,19.66503906
Raindrop_Wytham,446500,208500,18/09/2024,2024,9,0.092773438,12.21484375,21.38671875
Raindrop_Wytham,446500,208500,19/09/2024,2024,9,0,14.10546875,21.90136719
Raindrop_Wytham,446500,208500,20/09/2024,2024,9,0.94921875,14.42285156,21.375
Raindrop_Wytham,446500,208500,21/09/2024,2024,9,3.291992188,13.70019531,20.64746094
Raindrop_Wytham,446500,208500,22/09/2024,2024,9,74.70703125,14.49511719,18.79492188
Raindrop_Wytham,446500,208500,23/09/2024,2024,9,44.67285156,13.94335938,14.3671875
Raindrop_Wytham,446500,208500,24/09/2024,2024,9,0.491210938,12.16308594,15.6015625
Raindrop_Wytham,446500,208500,25/09/2024,2024,9,14.578125,9.196289063,15.27148438
Raindrop_Wytham,446500,208500,26/09/2024,2024,9,13.96484375,9.9375,17.20214844
Raindrop_Wytham,446500,208500,27/09/2024,2024,9,0.598632813,7.780273438,12.68359375
Raindrop_Wytham,446500,208500,28/09/2024,2024,9,0.048828125,3.419921875,14.10253906
Raindrop_Wytham,446500,208500,29/09/2024,2024,9,8.903320313,5.286132813,14.48828125
Raindrop_Wytham,446500,208500,30/09/2024,2024,9,0.76953125,9.282226563,14.80371094
Raindrop_Wytham,446500,208500,01/10/2024,2024,10,8.817382813,9.764648438,13.24609375
Raindrop_Wytham,446500,208500,02/10/2024,2024,10,0.700195313,10.48828125,14.44433594
Raindrop_Wytham,446500,208500,03/10/2024,2024,10,0.10546875,4.353515625,16.1875
Raindrop_Wytham,446500,208500,04/10/2024,2024,10,0.001953125,3.395507813,14.81054688
Raindrop_Wytham,446500,208500,05/10/2024,2024,10,0.22265625,4.073242188,16.38085938
Raindrop_Wytham,446500,208500,06/10/2024,2024,10,9.170898438,10.18945313,14.953125
Raindrop_Wytham,446500,208500,07/10/2024,2024,10,3.434570313,9.641601563,17.53125
Raindrop_Wytham,446500,208500,08/10/2024,2024,10,17.13476563,10.39550781,16.10351563
Raindrop_Wytham,446500,208500,09/10/2024,2024,10,3.072265625,11.45996094,14.99804688
Raindrop_Wytham,446500,208500,10/10/2024,2024,10,0.159179688,7.333984375,11.00976563
Raindrop_Wytham,446500,208500,11/10/2024,2024,10,0.318359375,0.081054688,12.03710938
Raindrop_Wytham,446500,208500,12/10/2024,2024,10,0.659179688,5.717773438,14.19726563
Raindrop_Wytham,446500,208500,13/10/2024,2024,10,10.15625,3.774414063,9.954101563
Raindrop_Wytham,446500,208500,14/10/2024,2024,10,2.83984375,6.534179688,11.69628906
Raindrop_Wytham,446500,208500,15/10/2024,2024,10,2.14453125,8.063476563,15.83496094
Raindrop_Wytham,446500,208500,16/10/2024,2024,10,4.241210938,11.79101563,18.18554688
Raindrop_Wytham,446500,208500,17/10/2024,2024,10,0.2109375,11.29589844,17.35742188
Raindrop_Wytham,446500,208500,18/10/2024,2024,10,11.2578125,7.846679688,15.70703125
Raindrop_Wytham,446500,208500,19/10/2024,2024,10,1.876953125,10.60644531,16.69921875
Raindrop_Wytham,446500,208500,20/10/2024,2024,10,2.892578125,9.58984375,16.66308594
Raindrop_Wytham,446500,208500,21/10/2024,2024,10,0.004882813,10.00390625,13.06640625
Raindrop_Wytham,446500,208500,22/10/2024,2024,10,0.010742188,6.958007813,16.46582031
Raindrop_Wytham,446500,208500,23/10/2024,2024,10,0.013671875,8.4296875,15.99121094
Raindrop_Wytham,446500,208500,24/10/2024,2024,10,0.002929688,8.509765625,16.86523438
Raindrop_Wytham,446500,208500,25/10/2024,2024,10,2.057617188,11.52636719,15.77734375
Raindrop_Wytham,446500,208500,26/10/2024,2024,10,0.708007813,7.161132813,13.78125
